HOSTNAME,OSS_ID,device,DATE_ID,YEAR_ID,MONTH_ID,DAY_ID,HOUR_ID,DATETIME_ID,MIN_ID,TIMELEVEL,SESSION_ID,BATCH_ID,PERIOD_DURATION,ROWSTATUS,DC_RELEASE,DC_SOURCE,DC_TIMEZONE,DC_SUSPECTFLAG,UTC_DATETIME_ID,avserv,blks/s,avwait,busy,r+w/s,avque
eniqs,eniq_oss_1,vg_root-lv_root,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0.11000000,163.00000000,1.25000000,0.17000000,15.79000000,0.02000000
eniqs,eniq_oss_1,vg_root-lv_swap,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-rep_main,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0.51000000,80.00000000,0.55000000,0.49000000,9.70000000,0.01000000
eniqs,eniq_oss_1,eniq_stats_pool-rep_temp,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0.11000000,3.00000000,0.16000000,0E-8,0.23000000,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-dwh_main,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0.53000000,485.00000000,0.65000000,1.47000000,27.72000000,0.02000000
eniqs,eniq_oss_1,eniq_stats_pool-dwh_reader,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-dwh_main_dbspace,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-dwh_temp_dbspace,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0.29000000,5.00000000,0.37000000,0.01000000,0.39000000,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-misc,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-bkup_sw,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-connectd,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-installation,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-local_logs,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0.60000000,17.00000000,0.92000000,0.06000000,0.93000000,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-smf,2022-09-18,2022,9,18,0,2022-09-18 00:45:00.0,45,15MIN,13,8,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
